0	NA
1	NA
2	NA
3	NA
4	NA
5	1022.24446782569
6	1022.25377471607
7	1022.260564522961
8	1022.264860279129
9	1022.269155968403
10	1022.273451591286
11	1022.277747147162
12	1022.282042636454
13	1022.289717517866
14	1022.294012949299
15	1022.298308314315
16	1022.309283380018
17	1022.310277879528
18	1022.314573120034
19	1022.315489106609
20	1022.323163400546
21	1022.327458440902
22	1022.335132103389
23	1022.339427086042
24	1022.343722001952
25	1022.348016851372
26	1022.352311634131
27	1022.356606349894
28	1022.36427941686
29	1022.368574075388
30	1022.372868667075
31	1022.380541111529
32	1022.384835645745
33	1022.389130113029
34	1022.393424513455
35	1022.394340624435
36	1022.397485533058
37	1022.392789463758
38	1022.400463918869
39	1022.411085308299
40	1022.409051533625
41	1022.420428105449
42	1022.424398564917
43	1022.431581693452
44	1022.439743033744
45	1022.43653313598
46	1022.444968133864
47	1022.451223876603
48	1022.459298368901
49	1022.481009345614
50	1022.709484206032
51	1022.796426310241
52	1022.823296749901
53	1022.890764169503
54	1023.077685433316
55	1023.08221835826
56	1023.086438216358
57	1023.092028612075
58	1023.109063543383
59	1023.239356560511
60	1023.551490385008
61	1023.710432568685
62	1023.812717597844
63	1023.819003995752
64	1023.848271237469
65	1024.019240725974
66	1024.05752197803
67	1024.091723300453
68	1024.214959106753
69	1024.249864539078
70	1024.265228826928
71	1024.270223418948
72	1024.312667801063
73	1024.370883704118
74	1024.420191011111
75	1024.455405710054
76	1024.596192702345
77	1024.594808405007
78	1024.605871888219
79	1024.676566330946
80	1024.705004516105
81	1024.705688002326
82	1024.704834604492
83	1024.712434195298
84	1024.710897812182
85	1024.724668298278
86	1024.743162326168
87	1024.753125147414
88	1024.760287418765
89	1024.771798529983
90	1024.79689338719
91	1024.834641359938
92	1024.844674262532
93	1024.844704156754
94	1024.854708443231
95	1024.887916223242
96	1024.926528823235
97	1024.933655874959
98	1024.944432678533
99	1025.005210437756
100	1025.005110355887
101	1025.023875839416
102	1025.035307431273
103	1025.040311593712
104	1025.051091842545
105	1025.065094634966
106	1025.071286866421
107	1025.082350927785
108	1025.105753308174
109	1025.103956299676
110	1025.108331671371
111	1025.116005878109
112	1025.127466499763
113	1025.13771466954
114	1025.187777320335
115	1025.196433223066
116	1025.200352571415
117	1025.209924055791
118	1025.220496432924
119	1025.233104841883
120	1025.234390998069
121	1025.240611790838
122	1025.245846478427
123	1025.250225986908
124	1025.257832491591
125	1025.278262877751
126	1025.31875172819
127	1025.346371796431
128	1025.35130411452
129	1025.353273876536
130	1025.366188638999
131	1025.403359958885
132	1025.409199557486
133	1025.429895378787
134	1025.4394013733
135	1025.445516717172
136	1025.459884855217
137	1025.466937926388
138	1025.465126796203
139	1025.470707059977
140	1025.47799388417
141	1025.497799168292
142	1025.499786223358
143	1025.513013417643
144	1025.549284758565
145	1025.574844813193
146	1025.583167732571
147	1025.600813806059
148	1025.609264403063
149	1025.621847636839
150	1025.639812897654
151	1025.643558556995
152	1025.66074273581
153	1025.671645132801
154	1025.677318419682
155	1025.686567389221
156	1025.691419123024
157	1025.695644291936
158	1025.707682088601
159	1025.713262357591
160	1025.740503043776
161	1025.751222648734
162	1025.765211735425
163	1025.770880309646
164	1025.78669937674
165	1025.794485779388
166	1025.795764753962
167	1025.807295923036
168	1025.824641016585
169	1025.839183510272
170	1025.853491867672
171	1025.854077678901
172	1025.859529521059
173	1025.865008855176
174	1025.87952803137
175	1025.899093522144
176	1025.906230623419
177	1025.931810802117
178	1025.937799780545
179	1025.951292712044
180	1025.959010957071
181	1025.968741239687
182	1025.977424393517
183	1025.98916772197
184	1025.988445799179
185	1025.99531798464
186	1025.999729143467
187	1026.00660074221
188	1026.01347168603
189	1026.023187766182
190	1026.03212569576
191	1026.047899852492
192	1026.067517282765
193	1026.074039626018
194	1026.086196805305
195	1026.087834749777
196	1026.092248951257
197	1026.096663084111
198	1026.103516389454
199	1026.10793052335
200	1026.112344586346
201	1026.119197378145
202	1026.123611442047
203	1026.128656751099
204	1026.127221237004
205	1026.135836939539
206	1026.136049277578
207	1026.141472574801
208	1026.149164538356
209	1026.171563127704
210	1026.174547630454
211	1026.187718840082
212	1026.194163916852
213	1026.20100656072
214	1026.212699127325
215	1026.211880250207
216	1026.218719369012
217	1026.223135323648
218	1026.229973859356
219	1026.239232794515
220	1026.246069291576
