0,1023.08432348556
1,1023.09025670065
2,1023.09025670065
3,1023.09025670065
4,1023.09025670065
5,1023.09025670065
6,1023.10108665636
7,1023.12059823015
8,1023.12171067844
9,1023.12177995555
10,1023.13520757526
11,1023.13928159988
12,1023.14043610219
13,1023.1485878564
14,1023.1529138326
15,1023.15849839508
16,1023.16851882788
17,1023.16972364617
18,1023.17454270727
19,1023.18004893846
20,1023.18226414555
21,1023.21051577425
22,1023.2295266386
23,1023.23269814941
24,1023.23831619491
25,1023.24743514516
26,1023.24972454438
27,1023.25244849245
28,1023.25539429946
29,1023.25724438939
30,1023.25976452164
31,1023.26010097242
32,1023.2754006648
33,1023.28214680781
34,1023.28720131714
35,1023.28999269272
36,1023.32275640065
37,1023.32937274753
38,1023.33094183924
39,1023.33739792318
40,1023.34829970269
41,1023.35358983532
42,1023.35678453077
43,1023.35738796528
44,1023.36039571196
45,1023.3772062349
46,1023.3827551205
47,1023.3856955519
48,1023.38620335919
49,1023.3937763189
50,1023.39469738133
51,1023.3998502677
52,1023.40347964983
53,1023.41134508233
54,1023.42085439405
55,1023.42246833445
56,1023.43014804591
57,1023.45165153899
58,1023.463889381
59,1023.49286192894
60,1023.49759252098
61,1023.51748687075
62,1023.51766960345
63,1023.51859407273
64,1023.5250139436
65,1023.52657591412
66,1023.53795244488
67,1023.55349014369
68,1023.58057551375
69,1023.58215462931
70,1023.58458365102
71,1023.61440225615
72,1023.6261657052
73,1023.67283444234
74,1023.67336038161
75,1023.67388250709
76,1023.69876805011
77,1023.70094657223
78,1023.70544400005
79,1023.71351782546
80,1023.71775033077
81,1023.72399075824
82,1023.74823368142
83,1023.8069188333
84,1023.84972092543
85,1023.87344213559
86,1023.97827745155
87,1023.99783224065
88,1024.01105249853
89,1024.01258749674
90,1024.02264192172
91,1024.0337408099
92,1024.03747830593
93,1024.04030055482
94,1024.06163813809
95,1024.07169087909
96,1024.21778838715
97,1024.23550102974
98,1024.2688000355
99,1024.30577160645
100,1024.33123032749
101,1024.33702061388
102,1024.34502513046
103,1024.34611361753
104,1024.35209568612
105,1024.39347530382
106,1024.40360783624
107,1024.43788352242
108,1024.45782253195
109,1024.49545654627
110,1024.56795605314
111,1024.58244175813
112,1024.60001417991
113,1024.67197169397
114,1024.68778938423
115,1024.72285735412
116,1024.7239098609
117,1024.73347463729
118,1024.75621194007
119,1024.76429734044
120,1024.80278000884
121,1024.81170936167
122,1024.81624729079
123,1024.84779340307
124,1024.88539316773
125,1024.94173418546
126,1024.96243587873
127,1024.97781577693
128,1025.00554455224
129,1025.00658407709
130,1025.02932863367
131,1025.03753063064
132,1025.04576723204
133,1025.05408010573
134,1025.05531843956
135,1025.06808693167
136,1025.09408200859
137,1025.09773515548
138,1025.10874621194
139,1025.12383105149
140,1025.14012255138
141,1025.14117869628
142,1025.16254063883
143,1025.18160657978
144,1025.18568433338
145,1025.19602223997
146,1025.21474600012
147,1025.24371478538
148,1025.25010053606
149,1025.28288866434
150,1025.30555271619
151,1025.34670485052
152,1025.36933668059
153,1025.38237378269
154,1025.39663659556
155,1025.41253489119
156,1025.42536417992
157,1025.42545132256
158,1025.43035618007
159,1025.46354611282
160,1025.46685481305
161,1025.46872964232
162,1025.46931218007
163,1025.4878748944
164,1025.51086289715
165,1025.51135376151
166,1025.52067658623
167,1025.55692687007
168,1025.60250648811
169,1025.61462834656
170,1025.6158632995
171,1025.61765238755
172,1025.626363437
173,1025.6312004556
174,1025.63363500495
175,1025.64082407131
176,1025.66327087974
177,1025.69993078232
178,1025.72956057082
179,1025.78492657344
180,1025.7904621704
181,1025.80049114257
182,1025.80076677872
183,1025.81795854904
184,1025.81805090731
185,1025.8375364989
186,1025.84843096829
187,1025.86117952609
188,1025.86389383911
189,1025.86487445483
190,1025.89840379756
191,1025.95736183723
192,1025.96047425037
193,1025.97675201146
194,1025.98535506075
195,1025.99946688006
