Depth,Density
3.97798746898985,1026.80000396061
5.966952252652,1026.80896024737
7.95589773726731,1026.81830828935
9.94482392396695,1026.82745998526
11.933730813882,1026.83641525985
13.9226184081435,1026.84595014047
15.9114867078824,1026.85491319937
17.9003357142296,1026.86622103659
19.8891654283159,1026.87733194876
21.877975851272,1026.88844208564
23.8667669842286,1026.89857203162
25.8555388283162,1026.90772213392
27.8442913846655,1026.91785159134
29.8330246544068,1026.93091107359
31.8217386386704,1026.94338161182
33.8104333385868,1026.96951818244
35.7991087552861,1026.98995560841
37.7877648898985,1027.00241226037
39.776401743554,1027.01175896201
41.7650193173827,1027.02596269263
43.7536176125145,1027.03763937993
45.7421966300793,1027.05397097683
47.7307563712069,1027.06583727817
49.719296837027,1027.08583394381
51.7078180286691,1027.10658222733
53.696319947263,1027.13250593807
55.6848025939381,1027.14877570064
57.6732659698238,1027.15909305039
59.6617100760496,1027.17247895606
61.6501349137445,1027.18355251721
63.638540484038,1027.19444422528
65.6269267880591,1027.20476076108
67.615293826937,1027.21776996941
69.6036416018005,1027.23287202958
71.5919701137786,1027.24375011051
73.5802793640002,1027.25406595361
75.568569353594,1027.2634132775
77.5568400836887,1027.27677539796
79.5450915554131,1027.28881013556
81.5333237698956,1027.29834816536
83.5215367282647,1027.30961797389
85.5097304316488,1027.31974155958
87.4979048811763,1027.33808410507
89.4860600779755,1027.37454295187
91.4741960231745,1027.39243269576
93.4623127179015,1027.41507022849
95.4504101632846,1027.43332423573
97.4384883604516,1027.44361508969
99.4265473105306,1027.46829079186
101.414587014649,1027.48385605161
103.402607473935,1027.50978325948
105.390608689517,1027.52684579609
107.378590662521,1027.55396776901
109.366553394076,1027.58069477225
111.354496885308,1027.59322897013
113.342421137346,1027.62398140483
115.330326151316,1027.64260579221
117.318211928346,1027.65306154786
119.306078469563,1027.68400464094
121.293925776094,1027.70844333684
123.281753849067,1027.72553260149
125.269562689607,1027.73802718219
127.257352298843,1027.76136303858
129.2451226779,1027.7816657723
131.232873827906,1027.79594743265
133.220605749987,1027.8073459764
135.20831844527,1027.81796477819
137.196011914882,1027.83463553343
139.183686159948,1027.85266909286
141.171341181595,1027.87182181552
143.15897698095,1027.88261204746
145.146593559139,1027.88929001825
147.134190917288,1027.91235077354
149.121769056523,1027.9227805058
151.10932797797,1027.93338795984
153.096867682755,1027.94399490698
155.084388172004,1027.95531336572
157.071889446842,1027.96485131663
159.059371508396,1027.97481259824
161.046834357791,1027.98381591305
163.034277996153,1027.99186118804
165.021702424607,1028.00175431899
167.009107644279,1028.01129101945
168.996493656294,1028.02082748079
170.983860461777,1028.03018558126
172.971208061853,1028.04185845143
174.958536457649,1028.05079275055
176.945845650288,1028.0601503334
178.933135640896,1028.06915154
180.920406430598,1028.07815237085
182.907658020518,1028.08786531189
184.894890411781,1028.09704367682
186.882103605513,1028.10675615805
188.869297602838,1028.11629027622
190.85647240488,1028.12564600786
192.843628012763,1028.13457832701
194.830764427613,1028.14428988752
196.817881650554,1028.15346673749
198.804979682709,1028.16282147453
200.792058525204,1028.17181950758
202.779118179162,1028.18099542773
204.766158645707,1028.18999274747
206.753179925964,1028.19898969169
208.740182021055,1028.20798626041
210.727164932106,1028.21716085759
212.71412866024,1028.22651356674
214.70107320658,1028.2355091225
216.687998572251,1028.24468279028
218.674904758375,1028.25385614828
220.661791766077,1028.26332092219
222.648659596479,1028.27338623419
224.635508250705,1028.28345126556
