Salinity[psu],Temperature[celsius],Pressure[dbar],Depth[m],Density[kg_m3]
34.35,26.94,85.6,85.11209323131662,1022.6170516827929
34.35,26.94,86.2,85.70854874300649,1022.6196263490974
34.35,26.93,86.6,86.1061847881107,1022.6245298464034
34.35,26.94,87.2,86.70263741175592,1022.6239173898747
34.35,26.94,87.8,87.29908830261498,1022.626491972504
34.35,26.93,88.2,87.69672126721042,1022.6313955543377
34.35,26.94,88.9,88.39257710219363,1022.6312119591652
34.35,26.94,89.5,88.98902308365732,1022.6337864528946
34.35,26.94,90.0,89.48606007797552,1022.6359318403685
34.35,26.94,90.4,89.88368880710723,1022.6376481346604
34.35,26.94,91.1,90.57953723014838,1022.6406516161182
34.35,26.93,91.6,91.07657037420859,1022.6459844428583
34.35,26.93,92.1,91.57360231510023,1022.6481297826675
34.35,26.93,92.8,92.26944501105882,1022.6511332217984
34.34,26.93,93.3,92.76647406441774,1022.6457529784923
34.35,26.94,93.9,93.3629073403465,1022.6526651149329
34.34,26.94,94.4,93.8599337468896,1022.6472849595496
34.35,26.94,95.0,94.45636384669056,1022.657384516834
34.35,26.94,95.5,94.95338760650314,1022.6595296646614
34.35,26.93,96.0,95.45041016328457,1022.6648626854821
34.35,26.93,96.7,96.14623972171988,1022.667865886719
34.36,26.91,97.2,96.64325939129854,1022.6839103600507
34.37,26.89,97.9,97.339084907721,1022.7008105357257
34.37,26.87,98.3,97.73669842993776,1022.7088950819531
34.36,26.86,99.0,98.43252024130662,1022.7075553876144
34.36,26.86,99.4,98.83013164638405,1022.7092716284523
34.37,26.85,100.0,99.42654731053057,1022.7225545516362
34.37,26.84,100.6,100.0229612425407,1022.7283106371565
34.38,26.83,101.1,100.51997152941131,1022.7411634593225
34.36,26.83,101.7,101.11638228591711,1022.7286849458031
34.36,26.84,102.2,101.61338992657674,1022.7276492348625
34.38,26.82,102.7,102.11039636444143,1022.7512088620407
34.37,26.82,103.4,102.80620335678994,1022.7466857386411
34.35,26.84,103.8,103.2038062939922,1022.7269878196906
34.37,26.82,104.4,103.80020925651208,1022.7509762315464
34.36,26.84,104.8,104.1978102693495,1022.7388042840983
34.38,26.81,105.4,104.7942103453644,1022.7659730605393
34.38,26.78,105.9,105.2912090857584,1022.7776539863918
34.41,26.74,106.5,105.88760598671554,1022.8155144849846
34.37,26.76,107.0,106.38460208127069,1022.7812001623602
34.4,26.72,107.5,106.88159697320002,1022.8186259454299
34.39,26.7,107.9,107.27919202086476,1022.8191596630751
34.4,26.7,108.4,107.77618474811197,1022.8288329889461
34.4,26.69,108.8,108.1737780640538,1022.8337209183552
34.4,26.67,109.3,108.670768626676,1022.8422073281587
34.4,26.66,109.7,109.06836021094064,1022.8470931465574
34.38,26.7,110.2,109.5653486089949,1022.8215013184256
34.38,26.72,110.8,110.16173309934427,1022.81773067929
34.38,26.72,111.2,110.55932179758173,1022.819446961882
34.38,26.71,111.5,110.85751281621863,1022.8239072021086
34.43,26.64,112.0,111.3544968853082,1022.8858848987406
34.41,26.63,112.4,111.75208327481523,1022.8757119129714
34.39,26.66,112.8,112.14966889476351,1022.8528675481725
34.38,26.67,113.3,112.64664983752056,1022.8443156515525
34.4,26.65,113.6,112.9448378260198,1022.8669972910652
34.41,26.63,114.0,113.34242113734587,1022.8825777658934
34.41,26.61,114.4,113.74000367914925,1022.8906271723389
34.39,26.63,114.7,114.03819008050793,1022.8705248227272
34.39,26.64,115.1,114.43577127566827,1022.869073830342
34.43,26.59,115.5,114.83335170133076,1022.9167353872573
34.41,26.58,115.8,115.13153651559999,1022.9061289839677
34.41,26.58,116.1,115.42972089703558,1022.9074163933004
34.43,26.54,116.4,115.72790484564129,1022.9364112238553
34.4,26.48,116.8,116.12548277049785,1022.9344891800964
34.42,26.49,117.2,116.52305992589483,1022.9481096369213
34.41,26.51,117.5,116.82124228749018,1022.9355518638148
34.44,26.48,117.9,117.21881809635464,1022.9693310566356
34.4,26.52,118.1,117.41760571224823,1022.927438536965
34.4,26.54,118.5,117.81518036696389,1022.922835384326
34.42,26.53,118.9,118.21275425225835,1022.9427711418775
34.4,26.55,119.1,118.41154090637538,1022.9222491853834
34.44,26.5,119.5,118.80911363755483,1022.9698830698846
34.53,26.33,119.8,119.10729268102104,1023.0925411374392
34.53,26.14,120.1,119.40547129170426,1023.1534761111737
34.44,26.12,120.5,119.80304209940384,1023.0936438700095
34.36,26.38,120.7,120.001827214737,1022.9526296172634
34.45,26.35,121.0,120.30000452709417,1023.0311425169522
34.39,26.42,121.2,120.49878916157218,1022.9647682798123
34.39,26.47,121.7,120.99574990628172,1022.9511462186973
34.42,26.47,122.0,121.29392577609448,1022.9750236840611
34.43,26.44,122.2,121.49270944888329,1022.9928769335914
34.43,26.43,122.5,121.79088459743967,1022.9973179865248
34.41,26.44,122.8,122.08905931324735,1022.9803913871201
34.52,26.31,123.1,122.38723359631007,1023.105466085841
34.71,25.75,123.4,122.68540744663176,1023.4249489948786
34.66,25.58,123.8,123.08297190724761,1023.441630832818
34.45,25.76,124.0,123.28175384906683,1023.2283942792723
34.88,25.28,124.3,123.57992640118788,1023.702198949153
34.66,25.11,124.9,124.17627020725608,1023.5908101502409
34.52,25.18,125.1,124.37505109130545,1023.4646075746081
34.59,25.13,125.5,124.772612282451,1023.534445749036
34.41,25.42,125.7,124.97139258954945,1023.3105755150532
34.63,25.36,126.0,125.26956268960731,1023.4962819935934
34.51,25.29,126.3,125.56773235696076,1023.4285295842125
34.7,25.08,126.5,125.766511894807,1023.6370517929149
34.56,25.23,126.8,126.064680840995,1023.4868010973726
34.57,25.16,127.0,126.26345989806775,1023.5166341422419
34.53,25.25,127.4,126.66101743529212,1023.4606166617992
34.53,25.28,127.5,126.76040669940713,1023.4518492802642
34.43,25.49,127.9,127.15796327510708,1023.3135692565569
34.6,25.38,128.1,127.35674127450304,1023.4765296112986
34.55,25.35,128.4,127.65490791303245,1023.4493209145913
34.34,25.67,128.7,127.95307411888791,1023.1935533480789
34.53,25.61,128.9,128.1518513490857,1023.3562373670502
34.52,25.55,129.0,128.25123989207324,1023.3676667008626
34.51,25.52,129.3,128.54940523259233,1023.3706743653029
34.56,25.45,129.5,128.74818188590336,1023.4308280153523
34.32,25.85,129.8,129.04634650532026,1023.1273787786724
34.45,25.87,129.9,129.14573461564657,1023.2195709789138
34.51,25.78,130.2,129.44389865818937,1023.2940631596146
34.44,25.83,130.4,129.64267444618935,1023.226621298388
34.48,25.82,130.6,129.841450041901,1023.2607401323436
34.47,25.82,130.8,130.04022544532555,1023.2540615210629
34.45,25.86,131.0,130.23900065646404,1023.2274081268212
34.48,25.85,131.3,130.53716311263807,1023.2544199364968
34.49,25.81,131.5,130.7359378430665,1023.2752529183132
34.45,25.86,131.7,130.93471238121282,1023.2304155843439
34.46,25.87,131.8,131.03409957818062,1023.2352711525002
34.45,25.89,132.0,131.232873827906,1023.2223684375231
34.45,25.91,132.2,131.4316478853521,1023.2169997615999
34.45,25.93,132.4,131.63042175052013,1023.2116279577534
34.45,25.94,132.6,131.82919542341116,1023.2093704354087
34.46,25.95,132.8,132.02796890402635,1023.2146482174779
34.46,25.95,133.0,132.22674219236674,1023.2155072868375
34.46,25.94,133.2,132.42551528843356,1023.2194839424384
34.53,25.76,133.4,132.62428819222788,1023.3291000653286
34.49,25.76,133.4,132.62428819222788,1023.2989452149892
34.5,25.74,133.6,132.82306090375081,1023.3135497340558
34.47,25.76,133.9,133.12121961052895,1023.2860165463138
34.43,25.83,134.0,133.22060574998713,1023.2345516783829
34.63,25.61,134.2,133.41937788470275,1023.4544269358437
34.81,25.1,134.4,133.61814982715157,1023.7479609040339
34.48,25.26,134.5,133.7175357262762,1023.4503681426792
34.58,25.23,134.7,133.91630738032683,1023.5358765089672
34.46,25.36,134.9,134.11507884211343,1023.406307773145
34.63,25.2,135.0,134.214464500908,1023.5840879766141
