Salinity[psu],Temperature[celsius],Pressure[dbar],Depth[m],Density[kg_m3]
34.8,25.87,84.2,83.7203569650588,1023.2870488114436
34.81,25.84,84.4,83.9191770093042,1023.3047815736144
34.8,25.81,84.6,84.117996861002,1023.3074244292
34.79,25.8,84.9,84.41622627752444,1023.304278861386
34.78,25.79,85.1,84.6150456478582,1023.3007024672761
34.78,25.78,85.4,84.91327434233986,1023.3050972410689
34.78,25.77,85.6,85.11209323131662,1023.3090613523563
34.79,25.77,85.7,85.21150260360213,1023.3170335963016
34.78,25.77,85.8,85.31091192775256,1023.3099212422869
34.78,25.76,85.9,85.41032120376808,1023.31345468518
34.78,25.75,86.1,85.60913961139491,1023.3174173410891
34.8,25.74,86.3,85.80795782648374,1023.3364646039307
34.8,25.74,86.6,86.1061847881107,1023.3377544713791
34.8,25.73,86.9,86.40441131653347,1023.3421458811956
34.79,25.73,87.1,86.60322876148157,1023.335463026144
34.79,25.72,87.3,86.80204601389731,1023.3394236489798
34.78,25.73,87.5,87.00086307378182,1023.3296401670711
34.78,25.73,87.7,87.19967994113621,1023.3305000983933
34.79,25.73,87.8,87.29908830261498,1023.3384727579778
34.79,25.72,87.9,87.39849661596163,1023.3420034672707
34.79,25.71,88.1,87.5973130982592,1023.3459634038891
34.79,25.71,88.3,87.79612938803007,1023.3468233515158
34.79,25.71,88.5,87.99494548527534,1023.347683295648
34.79,25.71,88.6,88.09435346170125,1023.3481132664037
34.79,25.71,88.7,88.19376138999615,1023.3485432362859
34.79,25.71,88.8,88.29316927016023,1023.3489732052943
34.79,25.7,88.9,88.39257710219363,1023.3525024866628
34.79,25.7,89.0,88.49198488609646,1023.3529324632689
34.79,25.69,89.1,88.59139262186888,1023.3564610051611
34.79,25.68,89.2,88.69080030951105,1023.3599887990094
34.79,25.67,89.3,88.79020794902307,1023.3635158447171
34.79,25.66,89.4,88.88961554040512,1023.3670421421876
34.79,25.64,89.6,89.08843057877978,1023.3740924920303
34.8,25.63,89.8,89.28724542463623,1023.3855904839343
34.79,25.62,90.0,89.48606007797552,1023.3819999342467
34.78,25.61,90.2,89.68487453879882,1023.37840846192
34.78,25.6,90.3,89.7842816970173,1023.3819301713552
34.79,25.58,90.5,89.98309586906873,1023.3965158044936
34.79,25.57,90.7,90.18190984860695,1023.4004654727657
34.79,25.56,90.8,90.28131676618396,1023.4039843167034
34.79,25.54,90.9,90.38072363563315,1023.410589647316
34.79,25.52,91.0,90.48013045695456,1023.4171919449201
34.79,25.51,91.0,90.48013045695456,1023.4202768875995
34.79,25.5,91.1,90.57953723014838,1023.4237912086807
34.79,25.5,91.3,90.77835063215383,1023.4246514984441
34.79,25.5,91.5,90.97716384165061,1023.4255117847114
34.79,25.5,91.7,91.17597685863986,1023.4263720674825
34.79,25.49,91.8,91.27538329494449,1023.4298856901355
34.8,25.48,91.9,91.3747896831227,1023.4409442705721
34.79,25.48,92.0,91.47419602317454,1023.4338287200717
34.79,25.47,92.1,91.57360231510023,1023.4373408513209
34.79,25.46,92.2,91.6730085588999,1023.440852232435
34.79,25.45,92.3,91.77241475457362,1023.4443628633172
34.8,25.43,92.4,91.87182090212161,1023.4584979950472
34.8,25.43,92.5,91.97122700154398,1023.4589281899501
34.8,25.43,92.6,92.07063305284088,1023.459358383979
34.8,25.42,92.8,92.26944501105882,1023.4632970967734
34.8,25.42,93.0,92.46825677677654,1023.4641574976783
34.8,25.41,93.1,92.56766258744817,1023.4676652839737
34.8,25.41,93.2,92.66706834999522,1023.4680954917288
34.8,25.41,93.2,92.66706834999522,1023.4680954917288
34.8,25.41,93.2,92.66706834999522,1023.4680954917288
34.8,25.41,93.3,92.76647406441774,1023.4685256986098
34.8,25.41,93.4,92.86587973071592,1023.4689559046166
34.8,25.41,93.5,92.96528534888988,1023.469386109749
34.8,25.4,93.6,93.06469091893977,1023.4728931798603
34.81,25.38,93.7,93.16409644086573,1023.4870217735404
34.8,25.36,93.7,93.16409644086573,1023.4856232045134
34.78,25.35,93.8,93.26350191466793,1023.4740319914404
34.79,25.32,93.9,93.3629073403465,1023.4912236297945
34.81,25.3,93.9,93.3629073403465,1023.5124584082486
34.81,25.28,94.0,93.46231271790154,1023.5190250765739
34.81,25.25,94.2,93.66112332864172,1023.5290845457481
34.8,25.22,94.4,93.8599337468896,1023.5315882348536
34.8,25.2,94.6,94.05874397264625,1023.5385728868997
34.8,25.19,94.7,94.15814901334076,1023.5420640838707
34.81,25.17,94.8,94.25755400591288,1023.5561633780954
34.81,25.16,94.9,94.35695895036277,1023.5596524313513
34.81,25.16,94.9,94.35695895036277,1023.5596524313513
34.81,25.16,94.8,94.25755400591288,1023.559222004947
34.81,25.14,94.9,94.35695895036277,1023.5657673898261
34.81,25.11,95.0,94.45636384669056,1023.5753645133823
34.81,25.09,95.1,94.55576869489641,1023.581902264818
34.83,25.08,95.2,94.65517349498045,1023.6004868235374
34.83,25.07,95.2,94.65517349498045,1023.6035388008563
34.81,25.06,95.2,94.65517349498045,1023.5914879109845
34.81,25.08,95.2,94.65517349498045,1023.5853852467205
34.82,25.08,95.2,94.65517349498045,1023.592936013418
34.82,25.05,95.3,94.75457824694283,1023.6025197632524
34.81,25.02,95.4,94.85398295078366,1023.6045450830435
34.81,24.99,95.5,94.95338760650314,1023.6141146529947
34.82,24.97,95.6,95.05279221410136,1023.6281862380538
34.82,24.95,95.8,95.25160128493461,1023.6351334657577
34.82,24.95,95.9,95.35100574816994,1023.635564081119
34.82,24.95,96.0,95.45041016328457,1023.635994695605
34.82,24.95,96.1,95.5498145302787,1023.6364253092157
34.82,24.95,96.2,95.64921884915239,1023.6368559219512
34.82,24.94,96.3,95.74862311990583,1023.6403284384944
34.82,24.94,96.3,95.74862311990583,1023.6403284384944
34.84,24.95,96.3,95.74862311990583,1023.6523914528417
34.83,24.94,96.3,95.74862311990583,1023.6478810063021
34.82,24.92,96.4,95.84802734253917,1023.6468405664516
34.82,24.91,96.5,95.94743151705254,1023.6503108081013
34.82,24.9,96.6,96.04683564344603,1023.6537802942064
34.82,24.89,96.6,96.04683564344603,1023.6568183578926
34.82,24.88,96.7,96.14623972171988,1023.6602863237352
34.82,24.88,96.8,96.24564375187417,1023.6607169993895
34.83,24.88,96.8,96.24564375187417,1023.6682703213066
34.82,24.89,96.8,96.24564375187417,1023.6576796905687
34.82,24.9,96.9,96.34504773390901,1023.6550722626612
34.83,24.89,97.0,96.44445166782462,1023.666094200755
34.82,24.88,97.1,96.54385555362106,1023.6620090210998
34.82,24.88,97.1,96.54385555362106,1023.6620090210998
34.83,24.87,97.0,96.44445166782462,1023.6721683434434
34.83,24.87,96.9,96.34504773390901,1023.67173766512
34.82,24.87,96.9,96.34504773390901,1023.6641842182711
34.82,24.87,97.0,96.44445166782462,1023.6646149019334
34.82,24.87,97.1,96.54385555362106,1023.6650455847204
34.83,24.86,97.2,96.64325939129854,1023.676065626582
34.83,24.85,97.3,96.74266318085716,1023.6795314762857
34.83,24.84,97.3,96.74266318085716,1023.6825658657773
34.82,24.84,97.3,96.74266318085716,1023.6750120492411
34.82,24.85,97.3,96.74266318085716,1023.6719777901374
34.82,24.86,97.3,96.74266318085716,1023.6689427562417
34.82,24.85,97.2,96.64325939129854,1023.6715470895682
34.82,24.84,97.1,96.54385555362106,1023.6741506276794
34.82,24.83,97.1,96.54385555362106,1023.67718409232
34.82,24.82,97.1,96.54385555362106,1023.6802167819314
34.83,24.82,97.1,96.54385555362106,1023.6877708700491
34.83,24.81,97.1,96.54385555362106,1023.6908029150286
34.83,24.8,97.1,96.54385555362106,1023.6938341847921
34.83,24.8,97.1,96.54385555362106,1023.6938341847921
34.83,24.8,97.2,96.64325939129854,1023.6942649298144
34.83,24.8,97.3,96.74266318085716,1023.6946956739611
34.83,24.8,97.4,96.84206692229706,1023.6951264172322
34.83,24.79,97.5,96.94147061561843,1023.6985876932572
34.83,24.79,97.5,96.94147061561843,1023.6985876932572
34.83,24.79,97.6,97.04087426082135,1023.6990184445759
34.83,24.79,97.7,97.14027785790599,1023.699449195019
34.83,24.79,97.8,97.23968140687248,1023.6998799445864
34.83,24.78,97.9,97.339084907721,1023.7033404907012
34.83,24.78,97.9,97.339084907721,1023.7033404907012
34.83,24.78,98.0,97.43848836045161,1023.7037712483212
34.83,24.77,98.1,97.53789176506453,1023.7072310465901
34.83,24.77,98.2,97.63729512155987,1023.7076618122678
34.83,24.77,98.3,97.73669842993776,1023.7080925770699
34.83,24.77,98.4,97.83610169019838,1023.7085233409963
