Depth[m],Density[kg_m3]
2.04821572006701,1022.90477280153
2.11455857617216,1023.01488457084
2.12466265790395,1022.92126336736
2.19822552927765,1023.00429059788
2.41602000515371,1022.91278636015
2.61218400965066,1022.93951583156
2.62517209883508,1023.0199463889
3.04346570101666,1022.93698297133
3.2122209367637,1022.99502221882
3.55406696472061,1022.95513465293
4.04592087951074,1023.03947739109
4.33583349183771,1022.96268045117
4.64017565752394,1023.04396085451
4.75990155180075,1022.9472678949
5.31809439233658,1023.03375091787
5.33973429155203,1022.9530115464
5.83446790836563,1022.93088381775
5.8835056230218,1023.04899911092
6.10995807689881,1023.06702213286
6.10995807689881,1023.06702213286
6.28303675883594,1023.05386925422
6.44026335943085,1023.07831781933
6.60468983474041,1022.93861533289
6.7950818841732,1023.05680973225
7.22057689536893,1023.08452846651
7.28837000529391,1023.05719244235
7.37923481469239,1022.94825538049
7.5436605368197,1023.05804454266
7.78021495963721,1023.08730043937
7.79030881740449,1023.05776322246
7.90137105408594,1023.0569696095
7.95329223130628,1023.05800321409
7.96482805897404,1023.05598639019
7.96916393886061,1023.05751040972
8.04849262417474,1023.05405292849
8.05137657981318,1023.05578810192
8.06435437968408,1023.05407806632
8.12493732422661,1023.05390460849
8.13647314223501,1023.05365966366
8.17109053703388,1023.05175967572
8.18695228305682,1023.05282959866
8.19704612079602,1023.05136543233
8.22589559912109,1023.04814983014
8.26483890778705,1023.06092743547
8.31388598570296,1022.96308206537
8.3254217930783,1023.08970969674
8.33695759980446,1023.04817426393
8.37878483840354,1023.04874429574
8.42205404367469,1023.06301196397
8.44657756529154,1023.04874803392
8.5129282952025,1023.04522343509
8.55475549789584,1023.04714244843
8.61244440515395,1023.04541153427
8.62831606167252,1023.02024094882
8.62975803541814,1023.04343605458
8.71485435774068,1023.02713533685
8.73649389837017,1023.03197944495
8.75379757351667,1023.02076819143
8.75668151923242,1023.01992261744
8.76389138334428,1023.02115331346
8.77255316458334,1023.09345797324
8.79995064473809,1023.00579034753
8.83745187207353,1022.99414557014
8.84321976111066,1023.09046555358
9.03505170231998,1022.86106040714
9.32929310964187,1023.09481757203
9.57882317589416,1023.08930536804
9.66247713777447,1022.99543546958
9.90334506536809,1023.08682346796
10.3114803598705,1023.0985488645
10.454284262151,1023.09762369856
10.455775945842,1022.99776704158
10.8480883797689,1023.09764295783
10.9692128274591,1023.10171280889
11.2115609533542,1023.10401410781
11.487024006663,1023.11872072783
11.4985596354777,1023.10286076992
11.5173547534492,1022.99597396809
12.0913508597089,1023.12755510084
12.1000025558767,1023.10642987236
12.5139907630066,1023.00441699225
12.6481414583738,1023.13119688985
12.7663809532636,1023.11024313732
13.1139390400376,1023.13493166936
13.2163666327411,1023.11203711955
13.4731314994184,1023.01746340593
13.5365768352073,1023.13049570877
13.5639239566469,1023.11375493085
13.7499837296754,1023.12807235239
13.9505621413918,1023.11517253642
13.9534460140014,1023.12898530526
14.0817285821461,1023.13979691635
14.3139297707293,1023.14265111132
14.4034290879724,1023.11654460805
14.4755257317823,1023.02809648588
14.8317325019464,1023.18295700738
14.8562950341985,1023.11815812205
15.2701782322576,1023.05290931065
15.3308386019426,1023.11841634514
15.5269405267174,1023.19376484164
15.7850947015343,1023.1236417346
15.9957148545293,1023.0807964753
16.16009388876,1023.12556714782
16.2423330778392,1023.21032040858
16.4283904201475,1023.12759338075
16.7240333003591,1023.0984245947
16.7384524679392,1023.12953879245
16.8798596990214,1023.12991932026
16.9606069630375,1023.22582419759
17.0832194349041,1023.13135722838
17.1610827913795,1023.13174730045
17.4178427177634,1023.13356317415
17.5923637080286,1023.13493821208
17.6831543410877,1023.09609593976
17.7365547275158,1023.23582035278
17.9990815646762,1023.13578880532
18.1360130429399,1023.13821246657
18.232670501948,1023.13584218451
18.3091412371283,1023.1334441235
18.4908212699243,1023.09894625731
18.522543163904,1023.13826297957
18.5572483024794,1023.2426279907
18.5730595241232,1023.10966273015
18.6639491645137,1023.13587576306
18.793720408369,1023.13305786963
18.8067472490013,1023.11128727155
18.8240500742102,1023.13493872458
19.1196895000069,1023.131601139
19.2278816892108,1023.11217904537
19.3778391511686,1023.24630473725
20.1120125958708,1023.24930750718
20.972970060136,1023.26932241401
21.6306683254163,1023.24295709568
22.3590661950337,1023.23991776131
22.9777797318818,1023.24369983921
23.5417003922999,1023.24950574488
24.2454306299771,1023.26301881117
24.9694439156254,1023.27573514495
25.3847982752506,1018.05716948857
25.6949462177803,1023.2917246587
25.7078731817967,1018.02878944333
26.2227634397393,1023.30602155962
26.2602515366496,1018.24331094985
26.8645348481554,1023.32348492656
26.9193249698565,1018.33138520887
27.4140264040898,1018.01392092372
27.5971899288687,1023.35740159343
27.9246365826055,1018.10189009865
28.1135669982745,1023.50612421694
28.1798914766028,1023.47488502299
28.2144955437369,1018.05822964724
28.2606342908326,1023.48741891369
28.3557954239332,1023.38233001652
28.4509565128753,1018.32032303149
28.6154249992654,1024.17810452233
28.6961676420132,1023.48967123921
28.8028632283126,1021.78233858415
28.9485379140062,1023.36299031116
29.1389589341454,1024.13192571623
29.1749549504573,1023.53539266881
29.2009078754252,1023.60385649743
29.2398869749533,1023.42102995433
29.2831418343796,1023.62375914894
29.2889091482804,1023.62425138769
29.2932843518212,1023.56402021144
29.3235130282795,1023.59682437102
29.3740267276802,1023.6122756656
29.4389586891452,1023.50054333951
29.5326277305661,1023.67225207339
29.5341192754656,1023.37497513744
29.5398865823083,1023.54243227753
29.5701152224169,1023.71999757017
29.5975596418143,1023.74027990288
29.5975596418143,1023.72439612433
29.6062105993413,1023.72902356573
29.6365386659503,1023.68150895304
29.6509569255521,1023.50597247636
29.6523490333221,1023.72417165439
29.6638836401953,1023.72704423909
29.6797934417146,1023.71149449819
29.6811855492888,1023.72482056908
29.6884443957726,1023.71066974747
29.6984874569225,1023.68804060047
29.7157893630965,1023.6438746113
29.7259318591405,1023.5181295803
29.7345828112523,1024.22304202975
29.7359749184546,1023.71907713903
29.7648114226624,1023.56543834531
29.7676950728602,1023.71485252947
29.832626909681,1023.51439431739
29.956623790567,1023.38312988241
29.9652747329473,1023.5256976939
29.9869518053549,1023.55137014946
30.0115125222406,1023.69331000561
30.2984848910415,1024.27039926112
30.3388558850634,1023.41378392631
30.3980202584964,1023.71624745362
30.6676902620445,1023.55136766742
30.833549070411,1023.55577036398
31.0094507415905,1023.52040867046
31.0743821852516,1024.18798896635
31.097451238387,1023.69959480014
31.1724256431556,1023.615004591
31.3296331588592,1023.51108569333
31.3815384601622,1023.58617206841
31.6627416649025,1023.69836244343
31.840134153008,1024.25013683273
32.3680349937954,1023.77623788488
32.5886810340944,1024.59326452245
32.7818828474112,1023.97731072528
32.8049517084797,1023.97964330412
32.9160202834235,1023.98020757576
33.0184379849902,1023.96967677415
33.0949032065022,1023.98315112052
33.1381572528604,1023.85353873184
33.2073637080591,1024.07399620651
33.2708029381427,1024.68440225838
33.2809452583743,1024.07545400529
33.3443844656977,1024.08232870962
33.3515437480505,1023.98325435975
