Salinity[psu],Temperature[celsius],Pressure[dbar],Density[kg_m3],Depth[m]
34.1831,4.8931,860.606,1030.997439854932,854.1061709259782
34.1842,4.8932,861.141,1031.0007295562827,854.6360371745266
34.1838,4.8947,861.932,1031.0038186086772,855.4194444313017
34.1842,4.8964,862.616,1031.0070225607549,856.0968763985428
34.184,4.8952,863.468,1031.0109076272827,856.9406920859144
34.1851,4.8921,864.344,1031.016178632919,857.8082736680885
34.1866,4.8911,865.305,1031.021870757841,858.7600342415999
34.1872,4.8887,866.007,1031.0258620224108,859.4552821951668
34.1877,4.8891,866.912,1031.0303251034727,860.3515742126888
34.1875,4.8894,867.445,1031.0325560159554,860.8794438410257
34.187,4.8889,867.925,1031.0344164481776,861.354822475099
34.188,4.8869,868.514,1031.038153976703,861.9381501929006
34.1877,4.8877,869.282,1031.0413099181403,862.6987516247669
34.1896,4.8872,870.208,1031.0470899935067,863.6158272656334
34.1901,4.8888,871.02,1031.0509684220012,864.4199982662453
34.1875,4.8907,871.993,1031.0531016090636,865.3836128801727
34.1883,4.8899,872.955,1031.0582203145293,866.3363292199709
34.1887,4.8899,873.773,1031.0622612461755,867.146431789167
34.1898,4.8899,874.531,1031.0665793772578,867.8971108224381
34.1895,4.8901,875.362,1031.0701020208478,868.7200816966928
34.1893,4.8906,876.04,1031.072966129954,869.3915284515301
34.1898,4.8904,876.578,1031.0758368242623,869.9243268453154
34.1937,4.8887,877.249,1031.0821884798518,870.5888374323868
34.1944,4.8861,877.719,1031.0852282164935,871.0542906808423
34.1956,4.8796,878.269,1031.089547888835,871.5989686948885
34.1957,4.8793,878.916,1031.0926138478387,872.2397062829447
34.195,4.879,879.741,1031.0958613273317,873.056718126089
34.1952,4.8785,880.07,1031.0975841834781,873.3825316531833
34.1961,4.8781,880.843,1031.1018665946247,874.1480428915897
34.1966,4.876,881.576,1031.1058798629685,874.873939051065
34.1965,4.8778,882.236,1031.1085662560342,875.5275405253736
34.1959,4.8785,882.878,1031.1109246796404,876.1633145395135
34.1967,4.8781,883.381,1031.1138984863176,876.6614351933046
34.1952,4.8819,883.783,1031.1140403486686,877.0595347411345
34.1954,4.8817,884.275,1031.116465272419,877.5467600192371
34.1954,4.8806,884.961,1031.119737098099,878.2261006818072
34.1961,4.877,885.74,1031.124318156202,878.9975358647338
34.1978,4.8752,886.553,1031.1295992315393,879.8026378329615
34.1988,4.8725,887.325,1031.134263634765,880.5671352261788
34.1997,4.8683,887.878,1031.1380529727326,881.1147592269548
34.2011,4.8639,888.279,1031.1415699853362,881.5118599990515
34.2017,4.8615,888.559,1031.143638666339,881.7891368978838
34.2013,4.8608,888.919,1031.145057437608,882.1456352261723
34.2036,4.8549,889.364,1031.1496834031072,882.5863059287333
34.2039,4.8502,889.793,1031.1525025489595,883.0111314099997
34.2045,4.8474,890.305,1031.155681240607,883.518148101209
34.2066,4.8412,890.852,1031.1606541103822,884.0598227748214
34.2064,4.8403,891.415,1031.1631815032806,884.6173402111751
34.2066,4.8402,892.053,1031.1662580483178,885.2491254870803
34.2071,4.8392,892.745,1031.1699369094563,885.9343825884343
34.2067,4.843,893.298,1031.17163229039,886.4819924976216
34.2065,4.8403,893.727,1031.1737902719428,886.9068100445351
34.2069,4.8397,894.3,1031.1767948818315,887.4742223415775
34.2066,4.8403,894.845,1031.1789607233882,888.013906253021
34.2067,4.8395,895.463,1031.1819610459313,888.6258764118912
34.2069,4.8395,896.074,1031.1849010004044,889.2309131049786
34.2068,4.8397,896.548,1031.18695425686,889.7002856974005
34.2064,4.8397,897.032,1031.1888438600254,890.1795595754138
34.2069,4.8369,897.508,1031.191779857081,890.6509104971602
34.2078,4.8361,898.066,1031.195136053817,891.2034591712469
34.2079,4.8354,898.551,1031.1975171797667,891.6837198227596
34.2076,4.834,899.116,1031.2000417545553,892.2431973318252
34.2079,4.8345,899.726,1031.2029886948474,892.8472333120175
34.2077,4.8335,900.143,1031.2048643344983,893.2601552625164
34.2081,4.8319,900.638,1031.2076474371554,893.7503133514741
34.208,4.8299,901.25,1031.2106236505056,894.3563253966212
34.2084,4.8291,901.829,1031.2136821113213,894.9296587011563
34.2083,4.829,902.449,1031.216440253174,895.5435889901928
34.2082,4.8289,903.169,1031.219653739427,896.2565380263972
34.2088,4.8289,903.777,1031.222894312052,896.8585819818554
34.2093,4.8288,904.376,1031.2260286105225,897.451712403543
34.2087,4.8278,905.056,1031.2287871748124,898.1250470656496
34.2089,4.8273,905.823,1031.2325040660992,898.884526348739
34.2087,4.827,906.67,1031.2362437984937,899.7232179902784
34.2086,4.8265,907.495,1031.239988753013,900.5401221922675
34.2089,4.8262,908.302,1031.2439394765918,901.3391999354156
34.2091,4.8264,909.153,1031.2479448087668,902.1818424188945
34.2088,4.827,909.925,1031.2511434973446,902.9462578032712
34.2086,4.8271,910.701,1031.2545060209327,903.714631066912
34.2092,4.8271,911.459,1031.258429096281,904.4651785076331
34.2098,4.8243,912.174,1031.2625319050246,905.1731462446027
34.2098,4.8234,912.995,1031.2663906029554,905.9860684737592
34.2104,4.8219,913.803,1031.27074241509,906.786115517077
34.21,4.8228,914.646,1031.2741451585382,907.6208147940049
34.2107,4.8184,915.477,1031.279069277414,908.4436289629086
34.2112,4.815,916.26,1031.2834833624934,909.2189129910014
34.2126,4.8066,917.114,1031.2895987971829,910.0644940749626
34.2125,4.8022,918.002,1031.2941528841066,910.9437363460869
34.2138,4.7845,918.874,1031.3015162092136,911.8071328093099
34.2138,4.7937,919.813,1031.3045595959177,912.736864226796
34.2141,4.7739,920.724,1031.3115941301446,913.6388680653245
34.2138,4.7813,921.722,1031.3149119251486,914.6270083007548
34.2109,4.78,922.761,1031.3175357685466,915.6557385050652
34.2156,4.774,923.774,1031.3266476131078,916.6587208195685
34.2138,4.7809,924.759,1031.3287926489681,917.6339754078067
34.2158,4.7712,925.671,1031.3358166415178,918.5369481819853
34.2138,4.7727,926.636,1031.338436348394,919.4923920941285
34.2151,4.7628,927.339,1031.3439845826433,920.1884277553063
34.2146,4.7646,928.07,1031.3466785945789,920.91218357021
34.2157,4.7633,929.038,1031.3521248096545,921.8705868613498
34.2162,4.7601,930.047,1031.3575400729692,922.8695789963725
34.2153,4.7613,931.009,1031.3610512691534,923.8220328534003
34.214,4.7544,932.028,1031.3655915781655,924.8309163469092
34.2157,4.7444,933.099,1031.3731424190244,925.8912783353518
34.216,4.7499,934.134,1031.3773545441716,926.9159927864728
34.2158,4.7406,935.395,1031.384182361751,928.1644545136944
34.2168,4.7369,936.57,1031.3908130705324,929.3277646294465
34.2174,4.7359,937.678,1031.3964629624818,930.4247353789901
34.2177,4.7349,938.726,1031.4016036812382,931.4622980762266
34.217,4.7354,939.92,1031.4064218059293,932.6444004378247
34.2175,4.7343,941.054,1031.4121245203394,933.7670944738317
34.2187,4.7313,942.146,1031.4184407528203,934.8482015435374
34.2187,4.7319,943.321,1031.4237092019187,936.0114744184829
34.2193,4.729,944.274,1031.4289073374346,936.9549582116189
34.2219,4.7189,945.254,1031.4367646091407,937.9251679494429
34.221,4.7188,946.261,1031.4406541471824,938.9221032594738
34.2219,4.7151,947.067,1031.4455258956955,939.7200440801206
34.2212,4.7172,947.672,1031.4474484027553,940.3189926927108
34.2216,4.717,948.205,1031.450215929341,940.8466600469471
34.222,4.7143,948.566,1031.4525350204744,941.2040474975918
34.2221,4.712,948.917,1031.4545191021398,941.5515344323753
34.2229,4.7123,949.271,1031.4567195172874,941.9019907552887
34.2224,4.7102,949.742,1031.4587511847988,942.3682749510267
34.2231,4.7083,950.283,1031.4620184555379,942.9038569993552
34.2228,4.7081,950.969,1031.4649318625534,943.5829849412524
34.2235,4.7073,951.617,1031.4685389875065,944.22449152263
34.2232,4.7075,952.479,1031.4721999074088,945.0778506182548
34.2237,4.7077,953.255,1031.476098459283,945.8460688168835
34.223,4.7094,954.112,1031.4792211080542,946.6944714560781
34.2234,4.7091,955.005,1031.4836403043873,947.578509279144
34.2229,4.7071,955.922,1031.487688513006,948.4863023431059
34.2239,4.7041,956.695,1031.492394791727,949.2515381422094
34.2241,4.7024,957.555,1031.4966938291925,950.1028967971131
34.2242,4.7042,958.212,1031.4995216545763,950.7532928730627
34.2248,4.701,958.852,1031.503334773752,951.3868578793641
34.2254,4.6985,959.504,1031.5071087413455,952.0323002532662
34.225,4.6984,960.096,1031.5095018767531,952.6183443619866
34.2248,4.6986,960.749,1031.512289710907,953.2647728652237
34.2253,4.6966,961.491,1031.5163276413334,953.9993032844723
34.2255,4.6882,961.929,1031.5196028068144,954.4328928046897
34.2265,4.6911,962.527,1031.522722653993,955.024869737435
34.226,4.6909,962.971,1031.5243769055405,955.4643966758017
34.2276,4.6826,963.51,1031.5291991313795,955.9979652973014
34.2283,4.682,964.236,1031.5331340582738,956.7166474087106
34.2271,4.6867,964.778,1031.5340279440484,957.253182579528
34.2292,4.6746,965.486,1031.5405208598095,957.9540419444899
34.2295,4.6739,966.038,1031.5433626674258,958.5004730383091
34.2294,4.6742,966.484,1031.5452736861967,958.9419724795091
34.2303,4.6708,966.806,1031.5479017624793,959.2607226171084
34.2303,4.6705,967.113,1031.5493390844888,959.5646236928908
34.2301,4.6706,967.379,1031.5503790127946,959.827938274024
34.2302,4.6695,967.58,1031.5515195683831,960.0269088463731
34.2284,4.679,967.946,1031.5504983973756,960.3892129839198
34.2293,4.6749,968.443,1031.5540167535733,960.881193279478
34.2293,4.6758,969.067,1031.5567360105529,961.4988892332971
34.2294,4.6775,969.682,1031.5593857621523,962.1076743237438
34.2297,4.6741,970.294,1031.5628619343063,962.7134879696804
34.23,4.671,970.653,1031.5651465486283,963.0688582287672
34.2298,4.6655,970.932,1031.5669949810463,963.3450369263115
34.2309,4.6541,971.168,1031.57045871883,963.5786501632111
34.2313,4.6585,971.305,1031.570808466964,963.714264507162
34.2322,4.6552,971.319,1031.5720212383903,963.7281229023162
34.2323,4.6546,971.299,1031.5720890797197,963.7083251946716
34.2338,4.6446,971.509,1031.5755609383405,963.9162010313652
34.233,4.6493,971.653,1031.5749591317772,964.0587443426928
34.2342,4.6419,971.757,1031.5773649132416,964.1616922292762
34.2346,4.6424,972.139,1031.5793512939354,964.5398273003832
34.2348,4.6412,972.603,1031.5817806611067,964.9991318065022
34.2353,4.6394,972.948,1031.5839845090477,965.3406398903584
34.2351,4.6401,973.369,1031.5856497638758,965.7573779842596
34.235,4.6404,973.907,1031.5879795535484,966.2899304430435
34.2349,4.6376,974.643,1031.5916246061747,967.0184758458241
34.2354,4.6385,975.215,1031.5945007996288,967.5846805728875
34.2359,4.6336,976.066,1031.5994216107047,968.4270557450268
34.2366,4.6318,976.838,1031.6037259847924,969.1912286388507
34.2364,4.6314,977.496,1031.606616683569,969.842555142544
34.236,4.6331,978.119,1031.608910186815,970.4592347481748
34.2362,4.6342,978.763,1031.6118512003652,971.0966993936343
34.2363,4.6343,979.359,1031.614628724447,971.6866494134529
34.2364,4.6338,980.078,1031.6180461518416,972.3983486467197
34.2363,4.6339,980.661,1031.620607159131,972.9754270519928
34.2364,4.6336,981.214,1031.6232423821086,973.5228086976812
34.2372,4.6301,981.753,1031.6267922051677,974.056331200237
34.2368,4.6307,982.362,1031.6291687031958,974.6591407003933
34.2373,4.6308,982.929,1031.6321286616628,975.2203755683254
34.2373,4.6297,983.495,1031.634851297664,975.7806191006314
34.237,4.6303,983.951,1031.6366101173307,976.2319802885308
34.2372,4.6302,984.532,1031.6394245179279,976.807068459791
34.237,4.6304,984.89,1031.6408694908173,977.1614249269993
34.237,4.63,985.133,1031.642028708495,977.4019514604236
34.2369,4.6301,985.44,1031.6433336164444,977.705826150035
34.2375,4.6299,985.869,1031.6457842458512,978.1304581194505
34.2372,4.6288,986.468,1031.6484210345159,978.7233577241701
34.2373,4.6286,987.105,1031.6514248603432,979.3538684798934
34.2374,4.6285,987.613,1031.6538283156553,979.8566920205121
34.2369,4.6285,988.113,1031.6557101378764,980.3515958987638
34.2373,4.6281,988.772,1031.6590766507811,981.0038774199717
34.2372,4.6273,989.429,1031.6620943759833,981.6541773044562
34.2376,4.627,990.229,1031.6660889693958,982.446016136416
34.2376,4.6266,991.149,1031.6703283184784,983.3566270841984
34.2375,4.6271,991.967,1031.6739044036353,984.1662756599303
34.2374,4.6279,992.975,1031.6783046450896,985.1639801043301
34.2379,4.6272,993.947,1031.6832136850683,986.1260477365425
34.2378,4.6264,994.879,1031.687482272742,987.0485199493182
34.2378,4.6274,995.777,1031.6914336138777,987.9373358910243
34.2382,4.6217,996.72,1031.696801716412,988.870687538609
34.2394,4.6183,997.5,1031.7017491625886,989.6427037795175
34.2387,4.6175,998.418,1031.7054821158513,990.5513038564081
34.2397,4.616,999.239,1031.7102042704996,991.3638938257393
34.2394,4.6168,1000.17,1031.7140964632115,992.2853531722312
34.2394,4.6197,1000.97,1031.7173470907567,993.0771517288447
34.2388,4.6257,1001.77,1031.7197100103667,993.8689472862167
34.239,4.6228,1002.63,1031.7241680593972,994.7201241653818
34.2392,4.6218,1003.58,1031.7287806657403,995.660373665832
34.2391,4.6207,1004.5,1031.7330342865646,996.5709270459336
34.2383,4.6169,1005.53,1031.7375998993284,997.5903462331327
34.2397,4.6128,1006.55,1031.7438899929002,998.5998632477808
34.2402,4.6133,1007.58,1031.7489010533225,999.6192725412939
34.2401,4.612,1008.72,1031.7541819657388,1000.747544993107
34.2408,4.6073,1009.86,1031.760547808325,1001.8758113559649
34.2415,4.6021,1010.86,1031.7663438012803,1002.8655136787444
34.2425,4.6023,1011.91,1031.7718790090273,1003.9046960754774
34.242,4.5996,1013.01,1031.7768510009166,1004.9933578084524
34.2419,4.6001,1013.94,1031.7809351343794,1005.9137673969608
34.2432,4.594,1014.91,1031.7871869735548,1006.8737601778514
34.243,4.5949,1015.62,1031.7901382118832,1007.5764325123455
34.243,4.5959,1016.25,1031.7928693646618,1008.1999285220426
34.2431,4.596,1016.77,1031.7952995231294,1008.7145587485106
34.2427,4.5958,1017.22,1031.7970584198167,1009.1599108067907
34.2431,4.5968,1017.71,1031.7994672177442,1009.6448486359502
34.2431,4.5967,1018.25,1031.8019364543961,1010.1792686144388
34.2424,4.5989,1018.87,1031.8039104450938,1010.7928602387271
34.2426,4.5969,1019.54,1031.8073830633655,1011.4559330343915
34.2438,4.592,1020.1,1031.8115308019185,1012.0101415191674
34.2434,4.587,1020.72,1031.814706683021,1012.6237277711602
34.2446,4.5888,1021.38,1031.8184101877084,1013.2768982546021
34.2438,4.591,1022.13,1031.8208966792106,1014.0191349639224
34.2434,4.5902,1022.55,1031.8225995223063,1014.4347863704222
34.2438,4.5913,1022.77,1031.8237668169907,1014.6525082060225
34.2437,4.592,1022.98,1031.824549195051,1014.8603333830977
34.2441,4.5908,1023.09,1031.8255249862686,1014.9691941077106
34.2439,4.5908,1023.28,1031.8262317566814,1015.1572261349324
34.2442,4.5901,1023.44,1031.8272891760662,1015.315568763567
34.2445,4.5896,1023.49,1031.827819529387,1015.3650508104281
34.2451,4.5935,1023.79,1031.8291318721897,1015.6619428457263
34.2445,4.5928,1024.31,1031.8311187415175,1016.1765547084552
34.2448,4.5916,1024.56,1031.8326525613525,1016.4239638070931
34.2449,4.5922,1025.09,1031.8350606529414,1016.9484701282136
34.2437,4.592,1025.36,1031.83537182012,1017.2156709558484
34.2448,4.592,1025.86,1031.838510226237,1017.7104864018484
34.2444,4.5924,1026.08,1031.8391423919938,1017.9282048272008
34.2447,4.5905,1026.48,1031.8414522991418,1018.3240559289848
34.2455,4.5903,1026.61,1031.8426992425827,1018.4527073757407
34.2454,4.5902,1026.79,1031.8434525335347,1018.630840017522
34.2445,4.5887,1026.72,1031.8426281177876,1018.5615662304136
34.2454,4.5881,1026.8,1031.843780044263,1018.6407362709501
34.2447,4.5887,1026.49,1031.8417395114368,1018.3339521969294
34.245,4.5879,1026.51,1031.8421737445856,1018.3537447314139
34.2453,4.5865,1026.23,1031.8413243689188,1018.0766490781735
34.2452,4.5893,1026.38,1031.8415518468423,1018.2250932237815
34.2448,4.5891,1026.38,1031.8412642262258,1018.2250932237815
34.2452,4.5902,1026.16,1031.8404306031348,1018.0073751074988
34.2449,4.5906,1025.8,1031.8385040415694,1017.6511086101431
34.2453,4.5894,1025.42,1031.8372517220494,1017.2750488711832
34.2444,4.5894,1025.39,1031.8364077195554,1017.245359915623
34.2446,4.5891,1025.18,1031.8356503142568,1017.0375371086909
34.2449,4.5887,1025.01,1031.8351668407977,1016.8692994470563
34.2449,4.5881,1024.92,1031.834838133591,1016.7802323949292
34.2445,4.588,1024.62,1031.8331728681992,1016.4833419472133
34.245,4.5876,1024.23,1031.8318461889432,1016.0973837350746
34.245,4.587,1023.76,1031.8297894240789,1015.6322536611632
34.2448,4.5898,1023.7,1031.828983506844,1015.5728752793931
34.2451,4.5901,1023.58,1031.8286334110253,1015.4541184652737
34.2451,4.5914,1023.49,1031.8280496258906,1015.3650508104281
34.2447,4.5906,1023.47,1031.8277515886443,1015.3452579930888
34.2449,4.589,1023.18,1031.8268048403313,1015.0582619311537
34.245,4.5893,1023.02,1031.826115600309,1014.8999191076953
34.2447,4.5887,1022.78,1031.82486885815,1014.6624046477092
34.2456,4.5897,1022.76,1031.825351299982,1014.6426117638673
34.2453,4.5906,1022.48,1031.8237213357481,1014.3655111933771
34.2454,4.5904,1022.43,1031.823599426364,1014.3160289100091
34.2451,4.5904,1022.36,1031.8230452324838,1014.2467536936233
34.2453,4.591,1022.36,1031.8231219467707,1014.2467536936233
34.245,4.5898,1022.1,1031.8218647733252,1013.9894455461308
34.2451,4.5881,1022.07,1031.822035095303,1013.9597561241243
34.2447,4.5893,1021.88,1031.8206955344697,1013.7717230201991
34.2453,4.5894,1021.73,1031.8204717145502,1013.6232757134611
34.2451,4.5884,1021.53,1031.8195391233317,1013.4253458072228
34.2449,4.5899,1021.42,1031.8186803663227,1013.3164842789379
34.2457,4.5876,1021.3,1031.819072236443,1013.1977261834494
34.2458,4.5898,1021.21,1031.8184463926725,1013.108657567574
34.2456,4.5878,1021.2,1031.8185120113974,1013.0987610523568
34.2453,4.5889,1021.33,1031.8187197532052,1013.2274157136445
34.2458,4.5872,1021.31,1031.819250000941,1013.2076226939828
34.2446,4.5831,1021.34,1031.8189928845181,1013.2373122227725
34.2454,4.5819,1021.3,1031.8196008992663,1013.1977261834494
34.2449,4.5838,1020.88,1031.8170428923725,1012.7820723181254
34.2452,4.5853,1020.48,1031.8152584722927,1012.3862107258988
34.245,4.5852,1020.22,1031.813932195235,1012.1289002890953
34.2454,4.5854,1019.99,1031.8131738684265,1011.9012792541515
34.245,4.5861,1019.74,1031.8116285242152,1011.6538648047118
34.2449,4.587,1019.46,1031.8101557951777,1011.3767602738053
34.2453,4.5859,1019.1,1031.808980559724,1011.0204824802104
34.2452,4.5857,1018.86,1031.8078372414923,1010.7829636139114
34.2454,4.5858,1018.65,1031.807026010913,1010.5751343845877
34.2448,4.5858,1018.38,1031.8053262913515,1010.3079250719401
34.2454,4.5854,1018.08,1031.8044872685919,1010.0110254351888
34.2457,4.5848,1017.63,1031.802756947039,1009.5656751896405
34.2459,4.5849,1017.12,1031.800581253011,1009.0609437647005
34.2448,4.5841,1016.62,1031.797549468286,1008.5661078516306
34.2453,4.5845,1016.22,1031.7960697112742,1008.1702382780251
34.2449,4.5859,1015.99,1031.7945214832182,1007.9426129338301
34.2448,4.5858,1015.3,1031.7913179429258,1007.2597354144549
34.2445,4.5865,1014.9,1031.78916892695,1006.8638633675442
34.2448,4.5879,1014.48,1031.7873069106786,1006.4481969116329
34.2448,4.5882,1014.08,1031.7854473666941,1006.0523233282272
34.2449,4.589,1013.66,1031.783508476384,1005.6366552589765
34.2445,4.5882,1013.34,1031.7818456529649,1005.3199552229895
34.2448,4.5882,1012.95,1031.7803076404794,1004.9339764055443
34.2449,4.5882,1012.61,1031.7788397803536,1004.597481470506
34.2446,4.59,1012.68,1031.7786811327621,1004.6667598837549
34.2447,4.5895,1011.82,1031.7749150233915,1003.815623501001
34.2444,4.5893,1011.48,1031.773159403234,1003.4791267660723
34.244,4.5891,1011.13,1031.7712796489525,1003.1327325026529
34.2448,4.5903,1010.88,1031.7706108085076,1002.885307677413
34.2442,4.5926,1010.83,1031.7696034928892,1002.8358226772283
34.2444,4.593,1010.66,1031.7689339055319,1002.6675735889897
34.2445,4.5926,1010.82,1031.7697938984768,1002.8259256757854
34.2441,4.5924,1010.76,1031.7692332536724,1002.766543657292
34.2437,4.5912,1010.25,1031.7667596626197,1002.2617958191337
34.2442,4.5923,1010.25,1031.7670054793202,1002.2617958191337
34.2442,4.5916,1010.32,1031.767417649139,1002.3310750063242
34.2445,4.5914,1010.41,1031.7680897110588,1002.4201482132655
34.2444,4.5927,1010.46,1031.7680643728852,1002.4696333118357
34.2436,4.5898,1010.55,1031.7682331441692,1002.5587064597457
34.2443,4.5873,1010.6,1031.7693457946034,1002.6081915255205
34.2446,4.5924,1010.57,1031.7687621709008,1002.5785004874614
34.244,4.5917,1010.53,1031.7682022095553,1002.5389124301563
34.2442,4.5932,1010.42,1031.7676581852666,1002.4300452339164
34.244,4.5945,1010.31,1031.766826415841,1002.3211779809882
34.2437,4.594,1010.27,1031.7664755663052,1002.2815898749592
34.2439,4.5925,1010.1,1031.766060497155,1002.1133403407076
34.2442,4.5927,1009.96,1031.7656327868176,1001.97478179907
34.244,4.5953,1009.95,1031.7650817363792,1001.9648847568677
34.2444,4.5938,1009.76,1031.764732967165,1001.7768408660086
34.2442,4.5947,1009.59,1031.7636818691465,1001.6085909255602
34.2442,4.5943,1009.82,1031.7647816449812,1001.8362231656045
34.2441,4.5935,1009.98,1031.7655379665641,1001.994575882069
34.2442,4.5915,1010.23,1031.767021663222,1002.2420017614339
34.2442,4.5976,1010.61,1031.7679328507702,1002.6180885372701
34.2438,4.5953,1010.94,1031.7694275587448,1002.9446896621748
34.2439,4.5941,1011.14,1031.770576687198,1003.1426294895722
34.2442,4.595,1011.65,1031.7730117056435,1003.6473752012329
34.2449,4.5939,1012.11,1031.7758018096017,1004.1026349940101
34.2443,4.5933,1012.61,1031.777684652895,1004.597481470506
34.2437,4.593,1013.11,1031.7795272781354,1005.092326775822
34.2441,4.5917,1013.55,1031.782017299819,1005.5277896757132
34.2441,4.5921,1014.16,1031.7847381608015,1006.1314981048697
34.2443,4.5904,1014.75,1031.7878067618558,1006.7154111567214
34.2439,4.5921,1015.24,1031.7894929948718,1007.2003546551989
34.2438,4.5947,1015.66,1031.7909759663555,1007.6160196158546
34.2441,4.5921,1016.3,1031.7944712642336,1008.2494122527039
34.2448,4.5909,1016.75,1031.7972291863905,1008.6947653016827
34.2443,4.5919,1017.1,1031.7982937674753,1009.0411503506615
34.2442,4.5899,1017.45,1031.8000751430063,1009.3875348258372
34.2449,4.5953,1017.82,1031.8015839705954,1009.7537120756779
34.2442,4.5951,1018.06,1031.8021519130061,1009.9912321110835
34.2439,4.5951,1018.25,1031.8027801268777,1010.1792686144388
34.2444,4.5924,1018.61,1031.8051726928954,1010.535547841297
34.2446,4.593,1018.95,1031.8067957080168,1010.8720332203897
34.2442,4.5919,1019.49,1031.8090845918257,1011.4064500625379
34.2443,4.5919,1019.86,1031.810845884789,1011.7726237769759
34.2446,4.59,1020.16,1031.8127009913017,1012.069520912562
34.2445,4.5904,1020.5,1031.8141149292242,1012.406003823308
34.2435,4.5914,1021.21,1031.8164233542636,1013.108657567574
34.2439,4.5911,1021.49,1031.8180514364747,1013.3857598034945
34.2442,4.5901,1021.75,1031.8196038774827,1013.6430686937814
34.2441,4.5906,1022.16,1031.8213226575065,1014.0488243774989
34.2444,4.5898,1022.62,1031.8237577579662,1014.5040615245189
34.2441,4.5898,1022.83,1031.8244768674429,1014.7118868491187
34.2446,4.5904,1023.11,1031.8260627376635,1014.9889869606427
34.2442,4.5909,1023.53,1031.82759105235,1015.4046364394873
34.2446,4.5907,1023.84,1031.8293420788782,1015.7114248106315
34.2441,4.5905,1024.33,1031.831204028939,1016.1963474471177
34.244,4.5886,1024.69,1031.833017530806,1016.5526164227127
34.245,4.5882,1025.15,1031.8359492127513,1017.0078481194133
34.2442,4.5891,1025.52,1031.8368819034215,1017.3740120259445
34.245,4.5892,1025.96,1031.8394982193938,1017.8094493505607
34.2445,4.5899,1026.16,1031.8399205538437,1018.0073751074988
34.2454,4.5901,1026.13,1031.8404648579196,1017.9776862558992
34.245,4.5898,1026.08,1031.8399633087722,1017.9282048272008
34.245,4.5865,1026.02,1031.8401335842063,1017.8688270973099
34.2447,4.5897,1026.17,1031.8401501243093,1018.0172713904284
34.2453,4.5899,1026.47,1031.8419591296592,1018.3141596605717
34.2454,4.5853,1026.77,1031.8440196063484,1018.6110475092611
34.2447,4.5877,1026.84,1031.843465307423,1018.6803212799797
34.2455,4.589,1027.26,1031.845829462432,1019.0959634224357
34.2451,4.5873,1027.44,1031.8465617820355,1019.2740955163354
34.245,4.5874,1027.9,1031.8485613898156,1019.7293212892331
34.2454,4.5869,1027.83,1031.8486247259352,1019.660047865971
34.2452,4.587,1028.21,1031.8501819376424,1020.0361033164437
34.245,4.5856,1028.4,1031.8510766688064,1020.2241307881173
34.2447,4.5853,1028.84,1031.8528817986705,1020.6595621787814
34.245,4.5862,1028.98,1031.8536333515383,1020.7981083402461
34.2452,4.5856,1029.31,1031.855371683718,1021.1246810720021
34.2452,4.586,1029.5,1031.8561818727546,1021.3127075650335
34.2447,4.5894,1029.85,1031.8569233863784,1021.6590717149729
34.245,4.587,1030.33,1031.859664203484,1022.1340844735935
34.245,4.5891,1030.51,1031.860200438316,1022.3122139799467
34.2452,4.5894,1030.73,1031.861317639208,1022.5299276150253
34.2452,4.5835,1030.92,1031.8629743039994,1022.7179528447656
34.2452,4.5832,1031.22,1031.864378659762,1023.0148344423175
34.2449,4.5853,1031.61,1031.865633905225,1023.4007798891495
34.2454,4.5864,1032.16,1031.8683798534921,1023.9450607192268
34.2451,4.5863,1032.36,1031.8690667769217,1024.1429806699184
34.2452,4.5866,1032.85,1031.8713329165873,1024.6278837576199
34.2452,4.5857,1033.02,1031.8722268113922,1024.79611517845
34.2451,4.585,1033.14,1031.8727878742384,1024.9148666881586
34.245,4.5848,1033.28,1031.8733726642165,1025.053410030941
34.2457,4.5847,1033.59,1031.8753458567428,1025.3601842491119
34.245,4.5846,1034.18,1031.8774914504922,1025.944043614861
34.2454,4.5848,1034.82,1031.8806887727617,1026.5773807451335
34.2449,4.5846,1035.54,1031.883596011187,1027.28988272454
34.245,4.585,1036.2,1031.8866214296065,1027.9430074070012
34.245,4.5842,1036.85,1031.8896841032813,1028.5862342677935
34.2446,4.5856,1037.24,1031.8909543898724,1028.9721694348784
34.2456,4.5844,1037.59,1031.8934930927253,1029.3185209016676
34.2451,4.5852,1037.92,1031.8944926549489,1029.6450803308264
34.246,4.5831,1038.22,1031.8968464888185,1029.9419520967735
34.2452,4.5844,1038.37,1031.896724641835,1030.090387821756
34.245,4.5828,1038.57,1031.8976918661451,1030.2883019578903
34.2451,4.5829,1038.87,1031.8991208632583,1030.5851728110047
34.2457,4.5824,1039.49,1031.902478364732,1031.1987045723877
34.2428,4.5855,1040.11,1031.9026000590907,1031.8122345343766
34.2457,4.5864,1040.64,1031.9071679582119,1032.3367022689085
34.2455,4.5844,1041.01,1031.908961884395,1032.7028393419484
34.2455,4.5841,1041.14,1031.9095932208238,1032.8314819452135
34.2458,4.5845,1041.28,1031.9104116341596,1032.9700200448774
34.2466,4.578,1041.3,1031.9120060637142,1032.989811194483
34.2459,4.5802,1041.29,1031.9111143483376,1032.9799156199144
34.2456,4.5779,1041.2,1031.9107788001772,1032.8908554277323
34.2461,4.5776,1041.0,1031.9103030133374,1032.6929437538054
34.246,4.5758,1040.8,1031.9095572897702,1032.4950318926453
