Depth[m],Density[kg_m3]
3.28184523509893,1021.92780256715
3.38129427040795,1021.7247273542
3.48074325746568,1021.92865866141
3.67964108682781,1021.72601115097
3.67964108682781,1021.90945662364
3.87853872318647,1021.89443286422
3.97798746898985,1021.73480028845
4.07743616654278,1021.90193334205
4.27633341689788,1021.73608405433
4.27633341689788,1021.91275049361
4.47523047425289,1021.92775374384
4.57467893055572,1021.72986249435
4.77357569841273,1021.96815035886
4.87302400996719,1021.7086306136
5.17136865513611,1021.98642671763
5.27081677369473,1021.71034234968
5.66860876544456,1021.71955920294
5.66860876544456,1021.97837254584
6.06639998522572,1021.72877604533
6.26529530563089,1021.97162413029
6.46419043304728,1021.73464846524
6.86198010891827,1021.74720969757
6.96142740726981,1021.98122655793
7.35921611821533,1021.74934917698
7.65755714484478,1021.99082620981
7.85645092137144,1021.74732727115
8.25423789548674,1021.74821887699
8.35368451840429,1022.00372121149
8.65202409769219,1021.76828317901
9.04980952799685,1021.77333588774
9.04980952799685,1022.02319955364
9.44759418640977,1021.76337643299
9.64648622615966,1022.023913133
9.94482392396695,1021.78971218296
10.2431611875966,1022.02790106931
10.5414980170524,1021.85896520818
10.8398344123382,1022.03186886378
11.1381703734577,1021.89478376396
11.4365059004149,1022.04428633823
11.6353960105203,1021.92434892969
12.0331756518575,1021.93688789426
12.0331756518575,1022.06093341224
12.4309545213707,1021.92689709741
12.7292881670017,1022.05641808538
12.9281770228988,1021.91645145606
13.5248424328892,1021.93557680716
13.5248424328892,1022.06640434702
14.1215061063523,1021.97301188133
14.3203936116169,1022.07311069528
14.7181680433185,1022.00472493734
15.0164983606248,1022.08266427476
15.3148282438184,1021.99317319234
15.7126007461298,1022.09317986711
15.812043751123,1021.96526983584
16.309258052587,1022.09902716099
16.4087007681805,1021.97354277402
16.9059136226593,1022.10159852827
17.0053560488583,1021.99591223534
17.5025674563773,1022.0112390694
17.6020095931868,1022.11538951679
17.9997776581158,1022.03077497612
18.3975449513565,1022.13288271922
18.4969866540915,1022.0512353197
18.9941944443221,1022.0599602955
19.1930772228097,1022.16443355749
19.4914010288253,1022.04520515777
19.9886064076187,1022.03794946664
19.9886064076187,1022.19597487928
20.3863698425542,1022.05046116119
20.7841325058559,1022.07048659962
20.7841325058559,1022.21345635943
21.2813347498866,1022.08342598397
21.4802153099169,1022.22724073968
21.7785357882711,1022.09541264848
22.1762957509253,1022.24102465817
22.2757356210271,1022.10411431296
22.7729342481723,1022.11705031492
22.8723738289296,1022.24729042178
23.2701316697243,1022.13750105101
23.5684495439781,1022.26107329033
23.6678887389507,1022.15328471163
24.0656450366178,1022.15827483553
24.2645228961195,1022.26733779445
24.5628393237102,1022.1561771232
24.9605938854021,1022.28111961323
25.0600324052731,1022.15831960061
25.557224281324,1022.15718659961
25.557224281324,1022.27617316906
25.9549769142081,1022.16872475586
26.1538529413343,1022.26796309978
26.4521666203821,1022.19571724176
26.5516044169609,1022.26641293377
26.9493551210937,1022.19785979009
26.9493551210937,1022.26812719717
27.3471050537418,1022.26984144665
27.4465424163604,1022.20424623186
27.8442913846655,1022.27524882263
27.9437285062001,1022.20638866994
28.4409133906303,1022.21931958382
28.4409133906303,1022.27782019415
28.8386604302915,1022.23509268149
28.9380970696686,1022.2874805972
29.1369702037782,1022.24716512411
29.4352795433329,1022.29288742622
29.5347158934224,1022.24560853358
29.9324608116406,1022.3025479126
30.031896920661,1022.25853808713
30.5290767425643,1022.27473657448
30.5290767425643,1022.33419960176
31.0262553591499,1022.28014768031
31.1256909378305,1022.35506974401
31.4239973846016,1022.28512960877
31.7223033974699,1022.28641509002
31.7223033974699,1022.36515918123
32.1200440730074,1022.28486102094
32.3189141215129,1022.3677303005
32.6172188326953,1022.29027148675
32.9155231099901,1022.37030138844
33.1143923871399,1022.2989478973
33.512130362932,1022.38691472058
33.6115647363586,1022.31513889621
34.0093017479828,1022.33089902056
34.0093017479828,1022.4311695609
34.5064719278396,1022.34708528553
34.5064719278396,1022.46462911193
35.0036409025201,1022.35575099382
35.0036409025201,1022.46250540584
35.4013752145494,1022.44917986988
35.5008086720418,1022.36115412543
35.7991087552861,1022.46064922458
